road_node,lat,lon,weight
278949226,22.3075206,114.1616453,126.4418487548828
278949231,22.3068109,114.1628465,234.02478027343753
278950460,22.3032513,114.1594149,144.02398681640625
278951217,22.3076826,114.1606837,431.9777603149414
278951444,22.3051844,114.1604203,132.9466552734375
279077143,22.3246976,114.1550132,485.79933166503906
279077145,22.3262601,114.1530329,545.4390563964844
279077147,22.328724,114.1494762,524.2545013427734
279077148,22.3299649,114.1464685,258.9162139892578
279077150,22.3305713,114.1450112,287.17310333251953
279077226,22.3328746,114.1394388,50.40854644775391
279077932,22.281032,114.1563942,539.6386108398438
279078013,22.2812728,114.1607417,126.19726181030273
279084608,22.2791959,114.1608019,69.96531677246094
279085264,22.2789482,114.1620424,75.8509292602539
279085341,22.2789732,114.1605655,420.197998046875
279085776,22.2775935,114.1582178,98.94168853759766
279085894,22.2764517,114.1556941,212.126708984375
279085909,22.27571,114.15464,200.47853088378903
279113003,22.2823315,114.1591736,59.85713577270508
279121400,22.281728,114.1613708,70.28021240234375
279121636,22.2800595,114.1617934,68.35173797607422
279121867,22.2807806,114.1620422,126.97280883789062
279442709,22.4465615,114.0000797,62.84840774536133
279442944,22.4541515,114.0057315,1753.570556640625
279443115,22.4544745,114.0057888,3123.9757080078125
279443719,22.4567447,114.0075852,578.3209838867188
279444062,22.4517354,114.0096165,169.36978912353516
279444355,22.4585155,114.0086223,446.1458969116211
279444586,22.4588341,114.0028739,549.8770141601562
279444737,22.4586672,113.9979903,2123.6438598632812
279446620,22.4621067,114.0018429,1991.405029296875
279446779,22.4543421,114.0089294,1416.7862548828125
279446780,22.4595777,114.0084865,1724.2815551757812
279446823,22.4621735,114.0039528,550.4576416015625
279446857,22.4663691,114.0053054,2413.123779296875
279446983,22.4710686,114.0021304,4149.021545410156
279447060,22.4618275,113.9971787,3403.5962524414062
279447061,22.4617833,113.9968149,1205.01953125
279447066,22.4620225,113.9972055,2042.687744140625
279447195,22.4548183,114.0021407,2462.4908752441406
279447393,22.4506476,113.9997462,4980.636180877686
280170594,22.2372878,114.2486182,115.71457481384277
281676216,22.2788749,114.1796987,424.9787292480469
281676469,22.2940849,114.2028292,1080.3363037109375
281676891,22.2689718,114.2403951,322.72216796875
281677027,22.2686488,114.2424022,320.1298370361328
281722523,22.286905,114.15048,554.0258178710938
281722574,22.2861273,114.1519615,111.8484344482422
281722781,22.285838,114.1531758,109.88009643554688
281723189,22.2831047,114.154465,103.22823333740234
282848454,22.2681914,114.1286592,373.45410156249994
283548803,22.244345,114.1482314,11412.211791992188
283548828,22.2479033,114.1597013,258.19115447998047
285750052,22.282752,114.14626,1771.7786254882812
285750164,22.28223,114.14738,1248.6917114257812
