lat,lon,weight
22.56166677733503,114.16833289153297,34.539798736572266
22.56166677733503,114.16916622486264,34.41606903076172
22.56083344400509,114.16249955822528,21.90178871154785
22.56083344400509,114.16333289155494,37.429813385009766
22.56083344400509,114.16666622487364,31.08273696899414
22.56083344400509,114.17083289152198,28.534339904785156
22.56083344400509,114.17666622482967,29.151369094848633
22.56083344400509,114.17749955815934,19.003582000732422
22.56000011067515,114.1591662249066,36.77186965942383
22.56000011067515,114.15999955823627,33.1609001159668
22.56000011067515,114.16083289156595,21.846864700317383
22.56000011067515,114.16166622489561,22.373882293701172
22.56000011067515,114.16249955822528,22.513675689697266
22.56000011067515,114.16333289155494,35.80427551269531
22.56000011067515,114.16416622488462,36.03602981567383
22.56000011067515,114.16583289154396,9.945589065551758
22.56000011067515,114.16666622487364,8.71591854095459
22.56000011067515,114.16916622486264,10.759035110473633
22.56000011067515,114.16999955819232,10.055137634277344
22.56000011067515,114.17083289152198,9.868456840515137
22.56000011067515,114.17166622485165,9.701541900634766
22.56000011067515,114.17249955818133,9.411839485168457
22.56000011067515,114.173332891511,14.098690032958984
22.56000011067515,114.17416622484066,14.108704566955566
22.56000011067515,114.17499955817034,24.844438552856445
22.56000011067515,114.17583289150001,28.4613037109375
22.56000011067515,114.17666622482967,29.973899841308594
22.56000011067515,114.17833289148902,30.929933547973633
22.55916677734521,114.1591662249066,33.57097625732422
22.55916677734521,114.15999955823627,25.397409439086914
22.55916677734521,114.16249955822528,25.562458038330078
22.55916677734521,114.16333289155494,30.782108306884766
22.55916677734521,114.16416622488462,32.84284973144531
22.55916677734521,114.16499955821429,18.72612190246582
22.55916677734521,114.16583289154396,9.334007263183594
22.55916677734521,114.16666622487364,7.577793598175049
22.55916677734521,114.1674995582033,8.831852912902832
22.55916677734521,114.16833289153297,9.008285522460938
22.55916677734521,114.16916622486264,9.49516487121582
22.55916677734521,114.16999955819232,8.875547409057617
22.55916677734521,114.173332891511,11.94135856628418
22.55916677734521,114.17583289150001,25.610340118408203
22.55916677734521,114.17666622482967,29.845476150512695
22.558333444015275,114.15833289157693,15.812536239624023
22.558333444015275,114.1591662249066,24.269287109375
22.558333444015275,114.15999955823627,24.515432357788086
22.558333444015275,114.16416622488462,13.991484642028809
22.558333444015275,114.16499955821429,7.692201614379883
22.558333444015275,114.16583289154396,5.533441543579102
22.558333444015275,114.16666622487364,5.145045280456543
22.558333444015275,114.1674995582033,6.9851531982421875
22.558333444015275,114.16833289153297,7.91040563583374
22.558333444015275,114.16916622486264,7.327368259429932
22.558333444015275,114.17166622485165,6.586915969848633
22.558333444015275,114.17583289150001,18.69762420654297
22.558333444015275,114.17666622482967,17.665395736694336
22.558333444015275,114.17749955815934,26.13262367248535
22.558333444015275,114.17833289148902,28.63228988647461
22.557500110685336,114.15833289157693,13.718436241149902
22.557500110685336,114.1591662249066,19.946279525756836
22.557500110685336,114.15999955823627,17.117752075195312
22.557500110685336,114.16333289155494,8.542713165283203
22.557500110685336,114.16416622488462,8.57368278503418
22.557500110685336,114.16499955821429,5.154135227203369
22.557500110685336,114.1674995582033,4.25565242767334
22.557500110685336,114.16833289153297,4.642281532287598
22.557500110685336,114.16916622486264,4.595147609710693
22.557500110685336,114.17083289152198,4.463083744049072
22.557500110685336,114.17166622485165,4.344538688659668
